;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60
11;89.2;90.8;90.6;91.2;91.2;91.6;91.4;91.8;91.6;91.6;92;92;92.8;92.8;92.8;92.8;92.6;92.8;92.8;93;93;93.2;93.2;93.2;93.2;93.2;93.4;93.2;93.2;93.2;93.2;93.2;93;93;93;92.8;93;93;93;93;93;92.8;92.8;92.8;92.6;92.6;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92;92;92;92;91.8;91.8
12;89.6;90.8;91.2;91.4;91.6;91.6;91.8;91.6;91.6;91.6;91.8;92.6;92.8;92.8;92.8;92.6;92.8;92.8;93.2;93.2;93.2;93.2;93;93.2;93.4;93.4;93.2;93.2;93.2;93.2;93;93;93;93;93.2;93;93;93;93;92.8;92.4;92.6;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.2;92.4;92.2;92.2;92.2;92.2;92;92;92;91.8;91.8
13;90;91;91.6;91.4;91.6;91.6;91.6;91.6;91.6;92;92.4;92.6;93;93;93;93;93.2;93.2;93.2;93;93.2;93.2;93.4;93.4;93.4;93.4;93.2;93.2;93;93;93;93;93.2;93.4;93;92.6;92.6;92.4;92.2;92.2;92.2;92.2;92.2;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;92;91.8;91.8
14;90;90.6;91.6;91.6;91.6;92;91.8;92;91.8;92.2;92.8;92.8;92.8;93.2;93;93;93.2;93.2;93;93.2;93.2;93.4;93.4;93.4;93.4;93.2;93;93;93;93;93;92.8;93;92.8;92.8;92.4;92.4;92.4;92.2;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;92;91.8;91.8
15;90.6;90.6;91.4;91.6;91.4;92;91.8;92;91.8;92.6;92.8;92.8;93;93;93.2;93.2;93;93;93;93.2;93.4;93.4;93.4;93.4;93.2;93;93;93;93;92.8;92.8;93;92.8;92.8;92.8;92.6;92.4;92.2;92.4;92.4;92.4;92.4;92.6;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;92;92;91.8;91.8
16;90.6;91;91.6;91.6;91.6;92;91.8;92;92.2;92.6;92.8;93;93;93;93;93;93.2;93.2;93.2;93.4;93.4;93.4;93.4;93.4;93;93;93;92.8;92.8;93;93;93;92.6;93;92.6;92.4;92.4;92.4;92.4;92.4;92.4;92.6;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;92;92;92;91.8;91.8
17;90.6;91.2;91.6;91.6;91.8;92;92;92;92.4;92.8;92.8;93;93;93.2;93.2;93;93.2;93;93.4;93.4;93.4;93.4;93.2;93.2;93;92.8;92.8;92.8;92.8;93;93;93;92.8;92.6;92.6;92.4;92.2;92.4;92.4;92.4;92.6;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;92;92;91.8;91.8
18;90.6;91.4;92;91.4;92;92.2;92;92;92;92.8;92.8;93;93.2;93.2;93;93.2;93.2;93.4;93.4;93.4;93.4;93.2;93.2;93.2;92.8;92.8;92.8;92.8;93;93;93;93;92.4;92.6;92.6;92.2;92.4;92.4;92.4;92.6;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92;92;92;92;92;92;91.8;91.8
19;90.8;91;91.8;91.6;92;92.2;92;92.2;92.6;92.6;93;93.2;93.2;93;93;93.2;93.2;93.4;93.4;93.2;93.2;93.2;93.2;93;92.8;92.8;92.8;93;93.2;93;92.8;92.6;92.8;92.6;92.6;92.2;92.4;92.4;92.6;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.2;92;92;92;92;92;92;92;91.8;91.8
20;90.8;91.2;91.2;91.6;92;92.2;92.2;92;92.2;92.8;93;93.2;93.2;93.2;93.4;93.4;93.6;93.4;93.4;93.4;93;93.2;93;93;92.8;92.8;92.8;93.2;93;92.8;92.8;92.6;92.6;92.6;92.6;92.2;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.2;92;92;92;92;91.8;92;92;92;91.8;91.8
21;90.8;91.2;91.2;91.8;92;92;92;92;92.4;92.6;93.4;93.2;93.4;93.2;93.4;93.6;93.6;93.4;93.4;93.2;93;93.2;93.2;93.2;92.8;92.8;93.2;93;92.8;92.8;92.8;92.6;92.8;92.6;92.6;92.2;92.2;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.2;92;92;92;92;91.8;91.8;91.8;91.8;91.6;91.6
22;90.8;91.6;91.2;91.8;91.8;92.2;92.4;92.2;92.4;93;93.2;93.2;93.2;93.2;93.6;93.6;93.4;93.4;93.2;93;93;93.4;93.2;93.2;92.8;93.2;93;92.8;92.8;92.6;92.6;92.6;92.8;92.6;92.6;92.2;92.2;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92;92;92;92;92;91.8;91.8;91.8;91.8;91.6;91.6
23;90.6;91.6;91.6;92;92.2;92.2;92.2;92.2;92.6;93.2;93.4;93.2;93.2;93.2;93.6;93.4;93.4;93.4;93.2;93;93;93.2;93.4;93.2;93;93.2;93;92.8;92.8;92.6;92.6;92.8;92.6;92.6;92.6;92.4;92.2;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92;92;92;92;91.8;91.8;91.8;91.8;91.6;91.6
24;91;91.6;91.6;92;92.2;92;92.4;92.2;92.2;92.8;93.4;93.4;93.2;93.2;93.6;93.6;93.6;93;93;93;93;93.2;93.2;93.2;93.2;93;92.8;92.8;92.8;92.6;92.6;92.8;92.6;92.6;92.6;92.2;92.2;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92;92;92;92;91.8;91.8;91.8;91.8;91.6;91.6
25;91;91.6;91.4;92.2;92.4;92.4;91.8;92.2;92.6;93.2;93.2;93.4;93.2;93.4;93.4;93.2;93.2;93.2;93;93;93;93.2;93.4;93.2;93;92.8;92.8;92.8;92.6;92.6;92.6;92.8;92.6;92.6;92.6;92.2;92.2;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.2;92;92;92;92;92;91.8;91.8;91.8;91.8;91.6;91.6
26;91;91.8;92;92.4;92.6;92.4;92.2;92.2;93;93.4;93.6;93.2;93.2;93.4;93.2;93.2;93;93;92.8;93.2;93.2;93.2;93.2;93.4;93;92.8;92.6;92.8;93;92.6;92.6;92.6;92.6;92.6;92.4;92.2;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92;92;92;92;92;91.8;91.8;91.8;91.8;91.6;91.8
27;91;91.8;91.8;91.8;92.4;92.2;92.2;92.2;93;93.4;93.4;93;93.2;93.4;93.2;93.2;93;93;93;93;93;93.2;93.4;93.4;93;92.6;92.6;92.6;92.8;92.6;92.4;92.6;92.6;92.6;92.6;92.2;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.2;92;92;92;92;92;91.8;91.8;91.8;91.8;91.8;91.8
28;91;91.8;91.8;92;92.6;92;92.2;92.4;93;93.2;93.4;93;93.6;93.2;93.2;93;93;93;93;93;93;93.2;93.8;93.2;92.6;92.6;92.6;92.6;92.8;92.6;92.4;92.6;92.6;92.6;92.6;92.2;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92;92;92;92;91.8;91.8;91.8;92;91.8;91.8
29;91;91.4;92;92.2;92.2;92.2;92.2;92.6;93;93.4;93.4;93.4;93.6;93.4;93.4;93;93;93;92.8;92.8;93;93.2;93.6;93;92.6;92.6;92.4;92.4;92.8;92.6;92.4;92.6;92.6;92.6;92.6;92.2;92.2;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92;92;92;92;91.8;91.8;92;92;91.8;91.8
30;91;91.4;92;92.2;92.4;92.2;92.2;92.8;92.6;93.4;93.2;93;93.2;93.4;93;93;93;93;93;93.2;93.2;93.6;93;93;92.6;92.6;92.6;92.6;92.8;92.6;92.4;92.6;92.6;92.6;92.6;92.4;92.2;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92;92;91.8;91.8;92;92;91.8;91.8
31;91;91.6;92.2;92.6;92.2;92.2;92.2;92.8;93;93.2;93.2;93.4;93.2;93.6;93.2;93;93;93;92.8;93;92.8;93.4;93;93.2;92.8;92.6;92.6;92.4;92.8;92.4;92.4;92.6;92.6;92.6;92.6;92.2;92.2;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92;91.8;92;92;92;91.8;91.8
32;91;91.4;92;92.4;92.2;92.4;92;93;92.8;93.4;93.2;93.4;93.6;93;93;93.2;93.4;92.8;93;92.8;93;93;93.2;93.2;92.8;92.8;92.6;92.4;92.8;92.6;92.6;92.4;92.6;92.6;92.6;92.4;92.2;92.2;92.2;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.4;92.2;92;92;92;91.8;91.8
33;90.8;91.4;91.8;92.6;92;92.4;92.2;93;93;93.4;93.2;93;93.4;93;93.2;93.2;93.4;92.8;93;93;93.2;93.2;93.2;93.2;92.8;92.4;92.6;92.4;93;92.6;92.4;92.6;92.6;92.6;92.6;92.4;92.2;92.2;92.2;92.2;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.4;92.2;92;92;92;91.8;91.8
34;91;91.8;92.2;92.6;92;92.4;92.2;93;93.2;93.4;93;93.4;93.2;93;93.2;93.2;93.4;93.2;93;92.6;92.8;93;93.2;93.2;92.8;92.6;92.6;92.6;92.8;92.6;92.4;92.6;92.6;92.6;92.6;92.4;92.2;92.2;92.2;92.2;92.2;92.4;92.4;92.4;92.4;92.2;92;92.2;92.2;92.2;92.2;92.2;92.4;92.4;92.2;92;92;92;91.8;91.8
35;91;92;92.2;92.4;92.4;92.4;92.8;93;92.8;93.2;93.4;93.4;93.2;92.8;93.4;93.4;93;92.8;93.2;92.8;92.8;93;93.2;93.2;92.4;92.6;92.6;92.8;92.6;92.6;92.4;92.6;92.6;92.6;92.6;92.4;92.4;92.2;92.2;92.2;92.2;92.4;92.4;92.4;92.2;92.2;92;92;92.2;92.2;92.4;92.4;92.4;92.4;92.2;92;92;92;91.8;91.8
36;91;91.8;92;92.2;92.2;92.4;92.8;93;93.2;93.4;93.4;93.4;93.2;93.2;93;93.2;93.2;93.2;92.8;93;93;93;93.2;93.2;92.8;92.6;92.6;92.6;92.6;92.6;92.4;92.6;92.6;92.6;92.6;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92.2;92.2;92.2;92.4;92.4;92.4;92.2;92;92;92;91.8;91.8
37;91;92;92.4;92.2;92;92.4;92.8;93.2;93.2;93.4;93.4;93.6;93.2;93;93.2;93.4;93.2;93;92.6;92.6;92.8;93.2;92.8;93.2;92.6;92.6;92.8;92.8;92.6;92.6;92.4;92.6;92.6;92.6;92.6;92.4;92.4;92.4;92.2;92.2;92.4;92.2;92.2;92.2;92.2;92.2;92;92.2;92.2;92.2;92.2;92.4;92.4;92.4;92.2;92;92;92;91.8;91.8
38;91.4;92;92.2;92.2;92.4;92.2;93;93.2;93.6;93.2;93.4;93.2;93.2;93.4;93.2;93.2;92.8;92.8;92.6;92.6;92.8;93.2;93.2;93;92.6;92.4;92.6;92.4;92.8;92.6;92.4;92.6;92.6;92.6;92.4;92.4;92.4;92.2;92.2;92.2;92.4;92.2;92.2;92.2;92.2;92.2;92;92.2;92.2;92.2;92.2;92.2;92.4;92.4;92.2;92;92;92;91.8;91.8
39;91.6;91.8;92.4;92.6;92;92.2;93.2;93.2;93.2;93.4;93.4;93.2;93.2;93.2;93.4;93.2;93;92.8;92.8;92.6;92.6;93;93;93;92.6;92.4;92.8;92.4;92.6;92.6;92.4;92.6;92.6;92.6;92.4;92.2;92.2;92.2;92;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;91.8;91.8
40;91.6;91.6;92.2;92.4;92.4;92.2;93;93;93.4;93.6;93.4;93.2;93.4;93.4;93.4;93.4;92.6;92.8;92.6;92.8;93;93.2;92.8;93;92.6;92.6;92.8;92.4;92.6;92.6;92.4;92.6;92.6;92.6;92.6;92.4;92.2;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;91.8;91.8
41;91.6;91.8;92.2;92.4;92.4;92.4;93;93.2;93.4;93.8;93.4;93.4;93.4;93.4;93.2;93.2;93;93.2;92.4;92.8;92.8;93;93.2;93;92.4;92.8;92.6;92.2;92.6;92.6;92.4;92.4;92.4;92.6;92.4;92.2;92.2;92.2;92.2;92;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;91.8;91.8
42;91.6;91.8;92.6;92.6;92.4;92.6;93.2;93.2;93.8;93.6;93.2;93.4;93.2;93;93.4;92.8;92.8;92.8;92.6;92.6;92.8;93;92.8;92.8;92.8;92.6;92.4;92.4;92.6;92.6;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92;92.2;92.2;92.2;92.2;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;91.8;91.8
43;91.6;91.8;92.6;92.4;92.4;92.2;93;93;93.8;93.6;93.2;93.2;93.4;93.2;93.2;92.8;92.6;92.6;92.6;92.6;92.8;92.8;92.8;92.6;92.8;92.6;92.4;92.4;92.6;92.6;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92;92.2;92.2;92.2;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;91.8;91.8
44;91.4;92;92.6;92.6;92.4;92.4;93.2;93.2;93.8;93.6;93.2;93.2;93.2;93;93.2;93;92.8;92.6;92.8;92.6;92.6;93;92.8;93;92.8;92.8;92.4;92.4;92.6;92.4;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92;92.2;92.2;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;91.8;91.8
45;91.8;92;92.6;92.6;92.4;92.6;93;93.4;93.8;93.6;93;93.2;93;93.2;93;93;92.8;92.6;92.6;92.4;92.6;93;93;93;92.4;92.6;92.4;92.4;92.6;92.6;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92;92.2;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;91.8;91.8
46;91.6;92;92.2;92.6;92.2;92.8;93.2;93.4;93.6;93.6;93.2;93.4;93.4;93;93.2;93;92.6;92.6;92.6;92.4;92.8;92.8;93;93;92.6;92.6;92.4;92.4;92.6;92.6;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;91.8;91.8
47;91.8;92;92;92.4;92.4;93;93.2;93.2;93.4;93.2;93.2;93.2;93.4;93.2;93;92.8;92.6;92.6;92.6;92.6;92.6;93;93.2;93;92.6;92.4;92.4;92.2;92.6;92.6;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92;92.2;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;91.8;91.8
48;91.8;91.8;92.2;92.4;92;93.2;93.4;93.4;93.4;93.4;93.4;93;93.2;93.2;92.8;92.6;92.6;92.6;92.6;92.8;92.6;93;93;93;92.4;92.4;92.6;92.4;92.4;92.6;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;91.8;91.8
49;92;92;92.2;92.4;92;93.2;93.4;93.8;93.6;93.4;93.4;93.4;93;93.2;92.8;93;92.4;92.8;92.6;92.4;92.6;93.2;93.2;92.8;92.6;92.4;92.6;92.4;92.4;92.6;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;91.8;91.8
50;92;91.8;92.4;92.4;92;93;93.6;93.8;93.6;93.4;93.4;93.2;93;93;93;93;92.6;92.6;92.4;92.4;92.6;93;93;93;92.4;92.6;92.4;92.4;92.4;92.6;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;91.8;91.8
51;91.6;92;92.6;92.2;92;93.2;93.2;93.6;93.6;93.4;93.4;93.4;93;93;92.8;92.8;92.4;92.4;92.6;92.6;92.8;93;93.2;92.6;92.4;92.4;92.4;92.4;92.4;92.6;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;91.8;91.8
52;91.6;92.2;92.4;92.2;92.4;93;93.4;93.8;93.6;93.4;93.6;93.2;93;93;93;92.6;92.2;92.8;92.6;92.6;92.6;93;93;92.8;92.4;92.4;92.6;92.4;92.4;92.6;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;91.8;91.8
53;91.8;92;92.6;92;92.6;93.2;93.4;93.6;93.6;93.6;93.6;93.2;92.8;93;92.6;92.6;92.4;92.6;92.6;92.6;93;93.2;93.2;92.8;92.4;92.2;92.4;92.4;92.4;92.6;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92.4;92.2;92.2;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;91.8;91.8
54;91.8;91.8;92.4;92.2;92.6;93;93.2;93.6;93.2;93.4;93;93.2;93.2;93;93.2;92.8;92.8;92.6;92.6;92.6;92.8;93.2;92.8;92.6;92.4;92.2;92.4;92.4;92.4;92.6;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92.4;92.4;92.2;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;91.8;91.8
55;92;91.8;92.4;92.2;92.6;93;93.6;93.4;93.4;93.6;93.4;93;93;93;93.4;92.6;92.6;92.6;92.6;92.8;92.8;93.2;93.2;92.6;92.4;92.6;92.4;92.4;92.4;92.6;92.4;92.4;92.4;92.4;92.4;92.2;92.2;92.4;92.4;92.2;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;91.8;91.8
56;92;92;92.4;92.2;92.8;93.2;93.6;93.6;93.4;93.2;93.2;93.2;92.8;92.8;92.8;92.4;92.6;92.6;92.6;92.8;92.8;93;93;92.8;92.4;92.2;92.4;92.4;92.4;92.6;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.2;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;91.8;91.8
57;92;92.2;92.8;92;92.4;93.2;93.6;93.6;93.2;93.4;93.2;93;92.8;93;93.2;92.6;92.4;92.4;92.6;92.8;93;93.2;93;92.8;92.4;92.2;92.4;92.4;92.4;92.6;92.4;92.4;92.4;92.4;92.4;92.2;92.4;92.4;92.4;92.2;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;91.8;91.8
58;92;92.2;92.6;92;92.4;93.4;93.6;93.4;93.2;93.2;93;93.2;92.6;93;93.4;92.2;92.6;92.4;92.6;92.6;93;93.2;93;92.8;92.4;92.6;92.4;92.4;92.4;92.6;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.2;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;91.8;91.8
59;92;92.2;92.6;92.4;92.4;93.4;93.6;93.6;93.2;93.4;93.2;93;93.2;93;93;92.6;92.4;92.4;92.6;93;92.8;93;92.8;92.6;92.4;92.6;92.4;92.4;92.4;92.6;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.2;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;91.8;91.8
60;92;92.4;92.6;92;92.4;93.2;93.2;93.6;93.2;93.4;93.2;93.2;93;93.2;92.6;92.4;92.4;92.6;92.6;93;93;92.8;92.8;92.8;92.4;92.6;92.4;92.4;92.2;92.6;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.4;92.2;92.4;92.4;92.4;92.4;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92.2;92;92;92;91.8;91.8
